source,drill_id,raw_path,output_path,image_width,foreground_left,crop_start_green,head_end_blue,crop_end_exclusive,available_len,left_pad,output_shape
data_5fold,0427,datasets\original\data_5fold\fold_1\train\normal\drill-0427-0.6990_37_37_296-6.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0427-0.6990_37_37_296-6.raw,296,28,213,236,237,24,0,"24,37,37"
data_5fold,0428,datasets\original\data_5fold\fold_1\train\normal\drill-0428-0.6990_37_37_296-6.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0428-0.6990_37_37_296-6.raw,296,28,213,236,237,24,0,"24,37,37"
data_5fold,0429,datasets\original\data_5fold\fold_1\train\normal\drill-0429-0.6990_37_37_296-6.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0429-0.6990_37_37_296-6.raw,296,28,215,238,239,24,0,"24,37,37"
data_5fold,0432,datasets\original\data_5fold\fold_1\train\normal\drill-0432-0.6990_37_37_296-6.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0432-0.6990_37_37_296-6.raw,296,28,215,238,239,24,0,"24,37,37"
data_5fold,0433,datasets\original\data_5fold\fold_1\train\normal\drill-0433-0.6990_37_37_296-6.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0433-0.6990_37_37_296-6.raw,296,28,214,237,238,24,0,"24,37,37"
data_5fold,0434,datasets\original\data_5fold\fold_1\train\normal\drill-0434-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0434-0.6990_37_37_296-11.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0439,datasets\original\data_5fold\fold_1\train\normal\drill-0439-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0439-0.6990_37_37_296-11.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0443,datasets\original\data_5fold\fold_1\train\normal\drill-0443-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0443-0.6990_37_37_296-11.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0444,datasets\original\data_5fold\fold_1\train\normal\drill-0444-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0444-0.6990_37_37_296-11.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0446,datasets\original\data_5fold\fold_1\train\normal\drill-0446-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0446-0.6990_37_37_296-11.raw,296,26,209,232,233,24,0,"24,37,37"
data_5fold,0450,datasets\original\data_5fold\fold_1\train\normal\drill-0450-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0450-0.6990_37_37_296-11.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0451,datasets\original\data_5fold\fold_1\train\normal\drill-0451-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0451-0.6990_37_37_296-11.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0453,datasets\original\data_5fold\fold_1\train\normal\drill-0453-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0453-0.6990_37_37_296-11.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0458,datasets\original\data_5fold\fold_1\train\normal\drill-0458-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0458-0.6990_37_37_296-11.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0459,datasets\original\data_5fold\fold_1\train\normal\drill-0459-0.6990_37_37_296-11.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0459-0.6990_37_37_296-11.raw,296,26,214,237,238,24,0,"24,37,37"
data_5fold,0460,datasets\original\data_5fold\fold_1\train\normal\drill-0460-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0460-0.6990_37_37_296-8.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0461,datasets\original\data_5fold\fold_1\train\normal\drill-0461-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0461-0.6990_37_37_296-8.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0464,datasets\original\data_5fold\fold_1\train\normal\drill-0464-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0464-0.6990_37_37_296-8.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0466,datasets\original\data_5fold\fold_1\train\normal\drill-0466-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0466-0.6990_37_37_296-8.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0468,datasets\original\data_5fold\fold_1\train\normal\drill-0468-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0468-0.6990_37_37_296-8.raw,296,26,214,237,238,24,0,"24,37,37"
data_5fold,0469,datasets\original\data_5fold\fold_1\train\normal\drill-0469-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0469-0.6990_37_37_296-8.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0470,datasets\original\data_5fold\fold_1\train\normal\drill-0470-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0470-0.6990_37_37_296-8.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0473,datasets\original\data_5fold\fold_1\train\normal\drill-0473-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0473-0.6990_37_37_296-8.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0477,datasets\original\data_5fold\fold_1\train\normal\drill-0477-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0477-0.6990_37_37_296-8.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0478,datasets\original\data_5fold\fold_1\train\normal\drill-0478-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0478-0.6990_37_37_296-8.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0479,datasets\original\data_5fold\fold_1\train\normal\drill-0479-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0479-0.6990_37_37_296-8.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0481,datasets\original\data_5fold\fold_1\train\normal\drill-0481-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0481-0.6990_37_37_296-8.raw,296,26,209,232,233,24,0,"24,37,37"
data_5fold,0482,datasets\original\data_5fold\fold_1\train\normal\drill-0482-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0482-0.6990_37_37_296-8.raw,296,26,208,231,232,24,0,"24,37,37"
data_5fold,0483,datasets\original\data_5fold\fold_1\train\normal\drill-0483-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0483-0.6990_37_37_296-8.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0484,datasets\original\data_5fold\fold_1\train\normal\drill-0484-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0484-0.6990_37_37_296-8.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0485,datasets\original\data_5fold\fold_1\train\normal\drill-0485-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0485-0.6990_37_37_296-8.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0486,datasets\original\data_5fold\fold_1\train\normal\drill-0486-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0486-0.6990_37_37_296-8.raw,296,26,206,229,230,24,0,"24,37,37"
data_5fold,0487,datasets\original\data_5fold\fold_1\train\normal\drill-0487-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0487-0.6990_37_37_296-8.raw,296,26,209,232,233,24,0,"24,37,37"
data_5fold,0488,datasets\original\data_5fold\fold_1\train\normal\drill-0488-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0488-0.6990_37_37_296-8.raw,296,26,207,230,231,24,0,"24,37,37"
data_5fold,0489,datasets\original\data_5fold\fold_1\train\normal\drill-0489-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0489-0.6990_37_37_296-34.raw,296,27,157,180,181,24,0,"24,37,37"
data_5fold,0490,datasets\original\data_5fold\fold_1\train\normal\drill-0490-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0490-0.6990_37_37_296-34.raw,296,26,157,180,181,24,0,"24,37,37"
data_5fold,0491,datasets\original\data_5fold\fold_1\train\normal\drill-0491-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0491-0.6990_37_37_296-34.raw,296,26,157,180,181,24,0,"24,37,37"
data_5fold,0495,datasets\original\data_5fold\fold_1\train\normal\drill-0495-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0495-0.6990_37_37_296-34.raw,296,27,157,180,181,24,0,"24,37,37"
data_5fold,0496,datasets\original\data_5fold\fold_1\train\normal\drill-0496-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0496-0.6990_37_37_296-34.raw,296,28,157,180,181,24,0,"24,37,37"
data_5fold,0498,datasets\original\data_5fold\fold_1\train\normal\drill-0498-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0498-0.6990_37_37_296-34.raw,296,27,157,180,181,24,0,"24,37,37"
data_5fold,0499,datasets\original\data_5fold\fold_1\train\normal\drill-0499-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0499-0.6990_37_37_296-34.raw,296,27,157,180,181,24,0,"24,37,37"
data_5fold,0500,datasets\original\data_5fold\fold_1\train\normal\drill-0500-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0500-0.6990_37_37_296-34.raw,296,27,157,180,181,24,0,"24,37,37"
data_5fold,0502,datasets\original\data_5fold\fold_1\train\normal\drill-0502-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0502-0.6990_37_37_296-34.raw,296,26,157,180,181,24,0,"24,37,37"
data_5fold,0503,datasets\original\data_5fold\fold_1\train\normal\drill-0503-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0503-0.6990_37_37_296-34.raw,296,27,157,180,181,24,0,"24,37,37"
data_5fold,0504,datasets\original\data_5fold\fold_1\train\normal\drill-0504-0.6990_37_37_296-34.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0504-0.6990_37_37_296-34.raw,296,27,157,180,181,24,0,"24,37,37"
data_5fold,0506,datasets\original\data_5fold\fold_1\train\normal\drill-0506-0.6990_37_37_296-33.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0506-0.6990_37_37_296-33.raw,296,20,217,240,241,24,0,"24,37,37"
data_5fold,0508,datasets\original\data_5fold\fold_1\train\normal\drill-0508-0.6990_37_37_296-31.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0508-0.6990_37_37_296-31.raw,296,23,252,275,276,24,0,"24,37,37"
data_5fold,0509,datasets\original\data_5fold\fold_1\train\normal\drill-0509-0.6990_37_37_296-31.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0509-0.6990_37_37_296-31.raw,296,24,252,275,276,24,0,"24,37,37"
data_5fold,0512,datasets\original\data_5fold\fold_1\train\normal\drill-0512-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0512-0.6990_37_37_296-8.raw,296,26,208,231,232,24,0,"24,37,37"
data_5fold,0514,datasets\original\data_5fold\fold_1\train\normal\drill-0514-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0514-0.6990_37_37_296-8.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0515,datasets\original\data_5fold\fold_1\train\normal\drill-0515-0.6990_37_37_296-8.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0515-0.6990_37_37_296-8.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0520,datasets\original\data_5fold\fold_1\train\normal\drill-0520-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0520-0.6990_37_37_296-7.raw,296,26,214,237,238,24,0,"24,37,37"
data_5fold,0521,datasets\original\data_5fold\fold_1\train\normal\drill-0521-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0521-0.6990_37_37_296-7.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0524,datasets\original\data_5fold\fold_1\train\normal\drill-0524-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0524-0.6990_37_37_296-7.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0525,datasets\original\data_5fold\fold_1\train\normal\drill-0525-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0525-0.6990_37_37_296-7.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0527,datasets\original\data_5fold\fold_1\train\normal\drill-0527-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0527-0.6990_37_37_296-7.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0528,datasets\original\data_5fold\fold_1\train\normal\drill-0528-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0528-0.6990_37_37_296-7.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0529,datasets\original\data_5fold\fold_1\train\normal\drill-0529-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0529-0.6990_37_37_296-7.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0531,datasets\original\data_5fold\fold_1\train\normal\drill-0531-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0531-0.6990_37_37_296-10.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0534,datasets\original\data_5fold\fold_1\train\normal\drill-0534-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0534-0.6990_37_37_296-10.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0536,datasets\original\data_5fold\fold_1\train\normal\drill-0536-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0536-0.6990_37_37_296-10.raw,296,26,209,232,233,24,0,"24,37,37"
data_5fold,0537,datasets\original\data_5fold\fold_1\train\normal\drill-0537-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0537-0.6990_37_37_296-10.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0538,datasets\original\data_5fold\fold_1\train\normal\drill-0538-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0538-0.6990_37_37_296-10.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0539,datasets\original\data_5fold\fold_1\train\normal\drill-0539-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0539-0.6990_37_37_296-10.raw,296,26,208,231,232,24,0,"24,37,37"
data_5fold,0540,datasets\original\data_5fold\fold_1\train\normal\drill-0540-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0540-0.6990_37_37_296-10.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0541,datasets\original\data_5fold\fold_1\train\normal\drill-0541-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0541-0.6990_37_37_296-10.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0542,datasets\original\data_5fold\fold_1\train\normal\drill-0542-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0542-0.6990_37_37_296-10.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0543,datasets\original\data_5fold\fold_1\train\normal\drill-0543-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0543-0.6990_37_37_296-10.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0544,datasets\original\data_5fold\fold_1\train\normal\drill-0544-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0544-0.6990_37_37_296-10.raw,296,26,213,236,237,24,0,"24,37,37"
data_5fold,0546,datasets\original\data_5fold\fold_1\train\normal\drill-0546-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0546-0.6990_37_37_296-10.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0548,datasets\original\data_5fold\fold_1\train\normal\drill-0548-0.6990_37_37_296-10.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0548-0.6990_37_37_296-10.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0555,datasets\original\data_5fold\fold_1\train\normal\drill-0555-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0555-0.6990_37_37_296-7.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0556,datasets\original\data_5fold\fold_1\train\normal\drill-0556-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0556-0.6990_37_37_296-7.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0558,datasets\original\data_5fold\fold_1\train\normal\drill-0558-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0558-0.6990_37_37_296-7.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0559,datasets\original\data_5fold\fold_1\train\normal\drill-0559-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0559-0.6990_37_37_296-7.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0561,datasets\original\data_5fold\fold_1\train\normal\drill-0561-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0561-0.6990_37_37_296-7.raw,296,26,209,232,233,24,0,"24,37,37"
data_5fold,0562,datasets\original\data_5fold\fold_1\train\normal\drill-0562-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0562-0.6990_37_37_296-7.raw,296,26,210,233,234,24,0,"24,37,37"
data_5fold,0564,datasets\original\data_5fold\fold_1\train\normal\drill-0564-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0564-0.6990_37_37_296-7.raw,296,26,209,232,233,24,0,"24,37,37"
data_5fold,0565,datasets\original\data_5fold\fold_1\train\normal\drill-0565-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0565-0.6990_37_37_296-7.raw,296,26,212,235,236,24,0,"24,37,37"
data_5fold,0566,datasets\original\data_5fold\fold_1\train\normal\drill-0566-0.6990_37_37_296-7.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0566-0.6990_37_37_296-7.raw,296,26,211,234,235,24,0,"24,37,37"
data_5fold,0570,datasets\original\data_5fold\fold_1\train\normal\drill-0570-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0570-0.6990_37_37_296-14.raw,296,21,205,228,229,24,0,"24,37,37"
data_5fold,0571,datasets\original\data_5fold\fold_1\train\normal\drill-0571-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0571-0.6990_37_37_296-14.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0572,datasets\original\data_5fold\fold_1\train\normal\drill-0572-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0572-0.6990_37_37_296-14.raw,296,23,206,229,230,24,0,"24,37,37"
data_5fold,0575,datasets\original\data_5fold\fold_1\train\normal\drill-0575-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0575-0.6990_37_37_296-14.raw,296,20,201,224,225,24,0,"24,37,37"
data_5fold,0577,datasets\original\data_5fold\fold_1\train\normal\drill-0577-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0577-0.6990_37_37_296-14.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0578,datasets\original\data_5fold\fold_1\train\normal\drill-0578-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0578-0.6990_37_37_296-14.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0580,datasets\original\data_5fold\fold_1\train\normal\drill-0580-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0580-0.6990_37_37_296-14.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0581,datasets\original\data_5fold\fold_1\train\normal\drill-0581-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0581-0.6990_37_37_296-14.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0582,datasets\original\data_5fold\fold_1\train\normal\drill-0582-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0582-0.6990_37_37_296-14.raw,296,21,205,228,229,24,0,"24,37,37"
data_5fold,0583,datasets\original\data_5fold\fold_1\train\normal\drill-0583-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0583-0.6990_37_37_296-14.raw,296,22,204,227,228,24,0,"24,37,37"
data_5fold,0585,datasets\original\data_5fold\fold_1\train\normal\drill-0585-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0585-0.6990_37_37_296-14.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0586,datasets\original\data_5fold\fold_1\train\normal\drill-0586-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0586-0.6990_37_37_296-14.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0587,datasets\original\data_5fold\fold_1\train\normal\drill-0587-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0587-0.6990_37_37_296-14.raw,296,20,204,227,228,24,0,"24,37,37"
data_5fold,0589,datasets\original\data_5fold\fold_1\train\normal\drill-0589-0.6990_37_37_296-14.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0589-0.6990_37_37_296-14.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0590,datasets\original\data_5fold\fold_1\train\normal\drill-0590-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0590-0.6990_37_37_296-12.raw,296,21,206,229,230,24,0,"24,37,37"
data_5fold,0591,datasets\original\data_5fold\fold_1\train\normal\drill-0591-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0591-0.6990_37_37_296-12.raw,296,21,206,229,230,24,0,"24,37,37"
data_5fold,0592,datasets\original\data_5fold\fold_1\train\normal\drill-0592-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0592-0.6990_37_37_296-12.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0594,datasets\original\data_5fold\fold_1\train\normal\drill-0594-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0594-0.6990_37_37_296-12.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0596,datasets\original\data_5fold\fold_1\train\normal\drill-0596-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0596-0.6990_37_37_296-12.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0597,datasets\original\data_5fold\fold_1\train\normal\drill-0597-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0597-0.6990_37_37_296-12.raw,296,20,201,224,225,24,0,"24,37,37"
data_5fold,0598,datasets\original\data_5fold\fold_1\train\normal\drill-0598-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0598-0.6990_37_37_296-12.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0599,datasets\original\data_5fold\fold_1\train\normal\drill-0599-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0599-0.6990_37_37_296-12.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0600,datasets\original\data_5fold\fold_1\train\normal\drill-0600-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0600-0.6990_37_37_296-12.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0601,datasets\original\data_5fold\fold_1\train\normal\drill-0601-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0601-0.6990_37_37_296-12.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0602,datasets\original\data_5fold\fold_1\train\normal\drill-0602-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0602-0.6990_37_37_296-12.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0603,datasets\original\data_5fold\fold_1\train\normal\drill-0603-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0603-0.6990_37_37_296-12.raw,296,21,203,226,227,24,0,"24,37,37"
data_5fold,0604,datasets\original\data_5fold\fold_1\train\normal\drill-0604-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0604-0.6990_37_37_296-12.raw,296,20,205,228,229,24,0,"24,37,37"
data_5fold,0606,datasets\original\data_5fold\fold_1\train\normal\drill-0606-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0606-0.6990_37_37_296-12.raw,296,20,203,226,227,24,0,"24,37,37"
data_5fold,0607,datasets\original\data_5fold\fold_1\train\normal\drill-0607-0.6990_37_37_296-12.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0607-0.6990_37_37_296-12.raw,296,20,201,224,225,24,0,"24,37,37"
data_5fold,0608,datasets\original\data_5fold\fold_1\train\normal\drill-0608-0.6990_37_37_296-13.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0608-0.6990_37_37_296-13.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0610,datasets\original\data_5fold\fold_1\train\normal\drill-0610-0.6990_37_37_296-13.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0610-0.6990_37_37_296-13.raw,296,20,204,227,228,24,0,"24,37,37"
data_5fold,0612,datasets\original\data_5fold\fold_1\train\normal\drill-0612-0.6990_37_37_296-13.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0612-0.6990_37_37_296-13.raw,296,21,204,227,228,24,0,"24,37,37"
data_5fold,0613,datasets\original\data_5fold\fold_1\train\normal\drill-0613-0.6990_37_37_296-13.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0613-0.6990_37_37_296-13.raw,296,20,201,224,225,24,0,"24,37,37"
data_5fold,0614,datasets\original\data_5fold\fold_1\train\normal\drill-0614-0.6990_37_37_296-13.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0614-0.6990_37_37_296-13.raw,296,20,206,229,230,24,0,"24,37,37"
data_5fold,0615,datasets\original\data_5fold\fold_1\train\normal\drill-0615-0.6990_37_37_296-13.raw,datasets\head_24\data_5fold\fold_1\train\normal\drill-0615-0.6990_37_37_296-13.raw,296,20,201,224,225,24,0,"24,37,37"
